"Symbol","Description","Sector","Industry","Same Sub-Industry As","Exchange","Price","Average Volume (10 Day)"
"XAIR","Beyond Air Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.18","5,254,740"
"ABP","ABPRO Holdings Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.19","4,391,430"
"PCSA","Processa Pharmaceuticals Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.19","25,599,770"
"IXHL","Incannex Healthcare Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.21","17,613,730"
"NUWE","Nuwellis Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.22","5,635,240"
"VTAK","Catheter Precision Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NYS","$0.23","2,048,690"
"DHAI","DIH Holding US Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.23","11,113,190"
"ADAP","Adaptimmune Therapeutics PLC","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.24","649,830"
"CLDI","Calidi Biotherapeutics Inc","Health Care","Biotechnology","Biotechnology","NYS","$0.25","2,833,110"
"CYCC","Cyclacel Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.25","1,450,420"
"AZTR","Azitra Inc","Health Care","Biotechnology","Biotechnology","NYS","$0.25","1,044,840"
"GNPX","Genprex Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.27","6,156,590"
"BDSX","Biodesix Inc","Health Care","Health Care Providers & Services","Health Care Services","NASDAQ","$0.27","1,147,700"
"RENB","Renovaro Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.28","2,548,180"
"CODX","Co-Diagnostics Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.29","388,090"
"LPTX","Leap Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.29","6,170,830"
"MRSN","Mersana Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.29","3,432,020"
"BIAF","bioAffinity Technologies Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.29","22,038,810"
"ASBP","Aspire Biopharma Holdings Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.29","6,547,820"
"UBX","UNITY Biotechnology Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.29","2,119,280"
"INTS","Intensity Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.30","1,905,340"
"ATHA","Athira Pharma Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.30","163,630"
"IGC","IGC Pharma Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NYS","$0.30","224,870"
"PSTV","Plus Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.31","116,042,050"
"EQ","Equillium Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.32","236,530"
"APLT","Applied Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.32","3,393,700"
"ADIL","Adial Pharmaceuticals Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.33","43,742,020"
"RLYB","Rallybio Corp","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.33","158,770"
"CGTX","Cognition Therapeutics Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.34","1,260,820"
"OVID","Ovid Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.34","2,157,680"
"GBIO","Generation Bio Co","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.34","1,660,270"
"MBRX","Moleculin Biotech Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.35","9,536,140"
"TSBX","Turnstone Biologics Corp","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.36","848,450"
"BCAB","Bioatla Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.38","478,480"
"ELEV","Elevation Oncology Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.38","1,370,380"
"RVPH","Reviva Pharmaceuticals Holdings Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.39","4,557,580"
"PRPH","Prophase Labs Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.40","1,368,300"
"ENTO","Entero Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.41","445,490"
"PASG","Passage Bio Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.41","422,750"
"COSM","Cosmos Health Inc","Health Care","Health Care Providers & Services","Health Care Distributors","NASDAQ","$0.42","148,740"
"CARM","Carisma Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.42","2,967,180"
"VXRT","Vaxart Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.43","2,485,860"
"MHUA","Meihua International Medical Technologies Co Ltd","Health Care","Health Care Equipment & Supplies","Health Care Supplies","NASDAQ","$0.43","60,480"
"NXTC","NextCure Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.44","147,640"
"PHGE","Biomx Inc","Health Care","Biotechnology","Biotechnology","NYS","$0.44","371,330"
"WORX","Scworx Corp","Health Care","Health Care Technology","Health Care Technology","NASDAQ","$0.44","233,390"
"TOVX","Theriva Biologics Inc","Health Care","Biotechnology","Biotechnology","NYS","$0.44","139,150"
"PMN","ProMIS Neurosciences Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.45","36,200"
"TLPH","Talphera Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.45","58,460"
"HBIO","Harvard Bioscience Inc","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","NASDAQ","$0.45","1,478,690"
"ALXO","ALX Oncology Holdings Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.46","835,140"
"GOVX","GeoVax Labs Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.48","4,203,840"
"OTRK","Ontrak Inc","Health Care","Health Care Providers & Services","Health Care Services","NASDAQ","$0.48","853,000"
"ACXP","Acurx Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.49","2,661,790"
"SENS","Senseonics Holdings Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NYS","$0.50","8,712,420"
"SGMO","Sangamo Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.54","7,347,560"
"RANI","Rani Therapeutics Holdings Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.54","331,650"
"TLRY","Tilray Brands Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.54","26,739,560"
"IPSC","Century Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.56","1,215,400"
"ICU","SeaStar Medical Holding Corp","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.56","34,065,520"
"PROK","ProKidney Corp","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.58","--"
"PAVM","PAVmed Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.59","151,700"
"VERU","Veru Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.61","3,509,500"
"ACET","Adicet Bio Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.61","428,380"
"FBLG","Fibrobiologics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.61","716,970"
"TNYA","Tenaya Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.61","2,761,370"
"NBY","NovaBay Pharmaceuticals Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NYS","$0.63","18,850"
"SILO","Silo Pharma Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.63","285,420"
"ONMD","Onemednet Corp","Health Care","Health Care Technology","Health Care Technology","NASDAQ","$0.63","50,674,470"
"RLMD","Relmada Therapeutics Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.63","433,690"
"CNTX","Context Therapeutics Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.63","159,500"
"ZJYL","Jin Medical International Ltd","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.64","186,720"
"RVP","Retractable Technologies Inc","Health Care","Health Care Equipment & Supplies","Health Care Supplies","NYS","$0.65","33,510"
"KAPA","Kairos Pharma Ltd","Health Care","Biotechnology","Biotechnology","NYS","$0.65","849,330"
"IBO","Impact Biomedical Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NYS","$0.65","47,099,550"
"MTVA","MetaVia Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.66","72,410"
"DRRX","DURECT Corp","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.67","49,070"
"DRMA","Dermata Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.67","95,290"
"LFWD","Lifeward Ltd","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.67","2,663,010"
"MLSS","Milestone Scientific Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NYS","$0.67","116,480"
"ZVSA","Zyversa Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.67","1,782,840"
"ASRT","Assertio Holdings Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.67","250,060"
"NMTC","NeuroOne Medical Technologies Corp","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.69","206,120"
"BFRI","Biofrontera Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.69","183,510"
"XTNT","Xtant Medical Holdings Inc","Health Care","Health Care Equipment & Supplies","Health Care Supplies","NYS","$0.69","110,230"
"CUE","Cue Biopharma Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.69","500,510"
"XLO","Xilio Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.70","454,450"
"ADVB","Advanced Biomed Inc","Health Care","Health Care Equipment & Supplies","Health Care Supplies","NASDAQ","$0.70","243,530"
"MODD","Modular Medical Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.70","273,800"
"VRCA","Verrica Pharmaceuticals Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.71","1,013,760"
"DRIO","DarioHealth Corp","Health Care","Health Care Technology","Health Care Technology","NASDAQ","$0.71","130,470"
"WOK","Work Medical Technology Group Ltd","Health Care","Health Care Equipment & Supplies","Health Care Supplies","NASDAQ","$0.71","60,200"
"PLRZ","Polyrizon Ltd","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.72","282,330"
"IMUX","Immunic Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.73","2,374,800"
"PALI","Palisade Bio Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.73","155,700"
"SCYX","SCYNEXIS Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.73","136,910"
"KTTA","Pasithea Therapeutics Corp","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.73","140,700"
"IVVD","Invivyd Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.74","1,844,440"
"IBIO","iBio Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.74","10,304,130"
"VNRX","VolitionRX Ltd","Health Care","Health Care Equipment & Supplies","Health Care Supplies","NYS","$0.74","351,840"
"TRIB","Trinity Biotech PLC","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.75","4,773,950"
"CHEK","Check Cap Ltd","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.75","42,420"
"STRO","Sutro Biopharma Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.76","1,893,480"
"AQB","AquaBounty Technologies Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.77","323,030"
"IRWD","Ironwood Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.77","2,153,600"
"REVB","Revelation Biosciences Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.77","498,000"
"ONCY","Oncolytics Biotech Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.79","1,286,620"
"IMNN","Imunon Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.79","1,381,880"
"PRLD","Prelude Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.79","287,850"
"HYPR","Hyperfine Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.80","246,820"
"IFRX","InflaRx NV","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.80","203,860"
"CHRS","Coherus Oncology Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.81","1,374,500"
"SLXN","Silexion Therapeutics Corp","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.81","86,770"
"CLSD","Clearside Biomedical Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.81","210,830"
"RMTI","Rockwell Medical Inc","Health Care","Health Care Equipment & Supplies","Health Care Supplies","NASDAQ","$0.82","244,520"
"NAUT","Nautilus Biotechnology Inc","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","NASDAQ","$0.82","949,930"
"NMRA","Neumora Therapeutics Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.82","1,771,840"
"STTK","Shattuck Labs Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.83","693,330"
"POAI","Predictive Oncology Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.83","105,950"
"ATOS","Atossa Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.84","2,384,640"
"AEON","Aeon Biopharma Inc","Health Care","Biotechnology","Biotechnology","NYS","$0.84","239,710"
"VRAX","Virax Biolabs Group Ltd","Health Care","Health Care Providers & Services","Health Care Distributors","NASDAQ","$0.85","36,420"
"YCBD","cbdMD Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NYS","$0.86","108,360"
"IVF","INVO Fertility Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.86","1,048,000"
"SSY","SunLink Health Systems Inc","Health Care","Health Care Providers & Services","Health Care Facilities","NYS","$0.87","60,740"
"BDRX","Biodexa Pharmaceuticals PLC","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.88","5,913,440"
"ESLA","Estrella Immunopharma Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.88","16,520"
"ATNF","180 Life Sciences Corp","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.90","47,790"
"SLRX","Salarius Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.90","533,940"
"LEXX","Lexaria Bioscience Corp","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.90","97,720"
"XRTX","XORTX Therapeutics Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.90","--"
"LXRX","Lexicon Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.90","6,401,890"
"CMND","Clearmind Medicine Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.90","53,700"
"WGRX","Wellgistics Health Inc","Health Care","Health Care Providers & Services","Health Care Distributors","NASDAQ","$0.91","321,010"
"MTNB","Matinas BioPharma Holdings Inc","Health Care","Biotechnology","Biotechnology","NYS","$0.92","118,570"
"BRNS","Barinthus Biotherapeutics PLC","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.92","12,470"
"APM","Aptorum Group Ltd","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.92","23,910"
"OCGN","Ocugen Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.93","10,996,520"
"WINT","Windtree Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.93","9,775,700"
"IRIX","IRIDEX Corp","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.93","64,270"
"CNSP","CNS Pharmaceuticals Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.94","198,100"
"DYAI","Dyadic International Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.94","83,030"
"FEMY","Femasys Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.95","380,620"
"NAOV","Nanovibronix Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.95","5,409,310"
"ITRM","Iterum Therapeutics PLC","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$0.96","560,900"
"BIVI","BioVie Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$0.97","232,180"
"NXL","Nexalin Technology Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.98","90,730"
"TNON","Tenon Medical Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$0.98","162,110"
"ISPC","iSpecimen Inc","Health Care","Health Care Technology","Health Care Technology","NASDAQ","$0.99","47,980"
"NIVF","NewGenIvf Group Ltd","Health Care","Health Care Providers & Services","Health Care Services","NASDAQ","$0.99","5,277,900"
"ALLR","Allarity Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.00","540,320"
"CTSO","Cytosorbents Corp","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$1.00","178,040"
"IRD","Opus Genetics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.00","1,220,950"
"ICCM","Icecure Medical Ltd","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$1.01","359,670"
"LCTX","Lineage Cell Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NYS","$1.01","6,369,030"
"CANF","Can Fite Biopharma Ltd","Health Care","Biotechnology","Biotechnology","NYS","$1.02","--"
"LSB","LakeShore Biopharma Co Ltd","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.02","18,850"
"ANTX","AN2 Therapeutics Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.05","127,930"
"LUCD","Lucid Diagnostics Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$1.05","2,049,610"
"BOLD","Boundless Bio Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.07","449,770"
"HOWL","Werewolf Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.07","713,220"
"MSPR","MSP Recovery Inc","Health Care","Health Care Providers & Services","Health Care Services","NASDAQ","$1.08","1,055,230"
"PYXS","Pyxis Oncology Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.10","1,061,810"
"MNDR","Mobile-health Network Solutions","Health Care","Health Care Providers & Services","Health Care Services","NASDAQ","$1.11","358,110"
"ZTEK","Zentek Ltd","Health Care","Health Care Equipment & Supplies","Health Care Supplies","NASDAQ","$1.11","--"
"AHG","Akso Health Group","Health Care","Health Care Providers & Services","Health Care Distributors","NASDAQ","$1.12","4,780"
"FATE","Fate Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.12","1,919,100"
"ENLV","Enlivex Therapeutics Ltd","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.13","132,950"
"ZURA","Zura Bio Ltd","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.13","908,760"
"KLTO","Klotho Neurosciences Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.14","19,116,810"
"PMCB","PharmaCyte Biotech Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.14","14,500"
"CMMB","Chemomab Therapeutics Ltd","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.15","263,920"
"AKTX","Akari Therapeutics PLC","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.16","24,000"
"ABOS","Acumen Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.16","870,230"
"CNTB","Connect Biopharma Holdings Ltd","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.17","83,930"
"BCLI","Brainstorm Cell Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.17","385,670"
"ESPR","Esperion Therapeutics Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.17","3,088,090"
"VSEE","Vsee Health Inc","Health Care","Health Care Technology","Health Care Technology","NASDAQ","$1.17","1,811,950"
"TELO","Telomir Pharmaceuticals Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.18","580,020"
"TXMD","TherapeuticsMD Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.18","45,330"
"ALLO","Allogene Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.19","2,930,640"
"IINN","Inspira Technologies Oxy BHN Ltd","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$1.19","1,571,080"
"PMVP","PMV Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.19","155,950"
"HOTH","Hoth Therapeutics Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.20","838,850"
"SYBX","Synlogic Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.20","6,570"
"PEPG","PepGen Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.22","454,190"
"HOOK","HOOKIPA Pharma Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.23","57,860"
"AEMD","Aethlon Medical Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$1.24","488,010"
"GOSS","Gossamer Bio Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.24","4,047,800"
"MBIO","Mustang Bio Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.24","3,279,740"
"MIRA","Mira Pharmaceuticals Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.24","1,722,320"
"TVGN","Tevogen Bio Holdings Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.24","512,980"
"ADTX","Aditxt Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.25","2,784,750"
"ENVB","Enveric Biosciences Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.25","140,650"
"MNOV","MediciNova Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.25","14,410"
"SNDL","SNDL Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.25","1,565,520"
"PLRX","Pliant Therapeutics Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.26","2,220,510"
"SNGX","Soligenix Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.26","5,210,060"
"VANI","Vivani Medical Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$1.26","204,140"
"ZNTL","Zentalis Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.26","1,724,570"
"PDSB","PDS Biotechnology Corp","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.27","505,280"
"CGC","Canopy Growth Corp","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.28","--"
"CLYM","Climb Bio Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.28","573,170"
"ACRV","Acrivon Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.29","524,790"
"BEAT","Heartbeam Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$1.29","162,660"
"AKAN","Akanda Corp","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.30","87,250"
"RNXT","RenovoRx Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.30","177,090"
"IPA","Immunoprecise Antibodies Ltd","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","NASDAQ","$1.31","1,122,620"
"LGVN","Longeveron Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.31","143,100"
"LVTX","LAVA Therapeutics NV","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.32","12,610"
"XTLB","X T L Biopharmaceuticals Ltd","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.32","132,080"
"IKNA","Ikena Oncology Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$1.33","38,940"
"INO","Inovio Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.33","1,249,930"
"CASI","CASI Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$1.33","81,240"
"LAB","Standard BioTools Inc","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","NASDAQ","$1.35","4,326,490"
